user_id,anime_id,rating
50272,31621,5
70312,31043,-1
42555,405,6
68301,11757,-1
67425,1033,9
38,27831,9
14273,11319,7
62251,246,8
37985,12967,5
46681,6702,7
14865,15225,-1
66989,355,8
22557,10278,8
4537,31859,8
71460,7791,8
62391,10495,9
31051,17513,7
46250,29786,9
11358,13333,6
65497,3467,7
24435,2476,4
16455,59,7
65640,6746,8
47062,1808,-1
51376,419,-1
9910,16762,8
71396,14353,7
30215,25,8
48183,28623,8
17563,16498,9
72715,5114,9
58087,3225,6
29370,14227,-1
67615,5680,-1
49300,6702,9
1579,20457,-1
19453,24705,10
39886,237,9
28746,71,8
21684,340,9
64766,4975,6
34003,24703,9
72042,6324,7
28021,6573,9
41148,3652,-1
55575,645,-1
29581,4565,10
54925,1606,8
15576,451,9
52325,79,-1
4856,3069,7
62649,24031,10
52326,47,-1
64902,269,8
40636,102,9
17796,5163,6
59144,9465,10
58003,355,8
25656,6127,10
15328,7054,7
37200,13663,9
60330,1519,10
14837,15037,6
38282,8516,9
102,237,8
54327,14345,8
56530,228,10
51562,3442,9
62933,13859,7
19156,9513,6
21160,2852,-1
46963,31043,9
29381,11759,10
6518,17513,-1
11747,2581,8
6424,6864,10
10035,9919,10
27041,2759,10
13876,249,10
59115,7463,9
39480,4181,-1
70685,29803,8
42919,8311,9
32998,14645,7
17859,27857,5
2200,1535,10
17696,10711,9
57541,501,7
30065,3269,-1
67140,4224,10
34892,227,8
34921,431,10
51693,1210,8
57184,20,-1
65999,9289,7
33709,786,-1
26233,11433,9
29809,6573,-1
63995,10464,6
6932,16355,7
73020,16782,10
14558,10456,8
30998,777,7
4202,12115,-1
18420,3299,9
33891,30544,2
17365,7705,5
65338,12115,-1
9867,513,7
1495,14749,-1
32060,28121,-1
61567,849,3
57674,962,10
9032,873,9
42898,22687,8
50264,7769,-1
44432,25517,7
7728,11235,7
30633,482,8
16452,9117,-1
47509,22663,8
13710,28891,10
29797,19315,4
65562,15051,-1
68939,19815,10
47200,467,-1
52447,31804,7
64390,24231,7
60983,1668,6
20441,665,-1
70320,21881,9
52858,934,7
57040,509,10
5382,2236,10
47779,801,-1
2604,21405,7
26275,79,8
48278,14283,7
10240,2508,8
26704,164,7
66623,6023,10
35685,1689,5
43043,8074,6
27049,6127,7
5816,10271,9
49463,487,10
47640,18115,-1
9655,2236,9
53528,28891,7
40944,2396,-1
14939,34107,-1
24822,8074,9
21072,861,9
25557,14749,9
58606,3229,-1
64283,13839,-1
18039,1575,10
60288,74,-1
28298,2961,9
57911,523,10
65376,22297,7
22089,5678,9
58210,1581,7
66447,2404,5
55434,5914,8
67390,3455,9
51322,2431,9
39836,9561,5
2347,2847,7
57821,1469,7
27073,22535,10
42498,232,7
65270,14199,-1
58076,4059,8
3350,1818,8
12954,746,7
6893,11771,-1
23465,13409,9
9752,11813,9
39438,627,9
61210,20047,-1
64549,22199,7
4081,34103,7
42729,18677,8
29585,1838,4
41511,405,7
29183,1943,8
7532,210,6
16605,22319,10
34055,15451,8
14739,11703,8
36897,30347,-1
16865,9041,10
19885,31737,7
14245,6547,-1
26619,10396,8
61686,889,6
59757,11597,9
16897,10793,-1
69447,10620,6
7288,30276,10
67433,2904,10
63574,31043,10
36828,20159,8
33474,6372,9
16146,101,3
37329,4192,7
69452,15225,-1
12754,16894,10
66782,52,7
67388,6773,8
15244,9735,-1
20538,7674,-1
15666,7338,8
63416,12729,7
11431,7025,7
62192,8624,6
47083,3032,6
8078,2508,7
23888,1088,10
43873,11313,7
52733,177,9
56945,1313,7
69173,21659,8
64979,31798,9
47249,2148,3
22844,28121,-1
50673,22687,5
24312,2158,7
21640,14893,5
48184,889,8
69121,3895,-1
39509,268,-1
70961,22789,9
66978,269,8
45156,20541,8
11459,3230,9
33274,21881,8
53051,4195,5
47392,101,10
25021,10079,8
39385,205,-1
13845,14345,9
50134,1015,-1
9487,30015,9
60606,940,6
12725,9723,6
3880,16498,-1
55320,1442,-1
5137,20021,1
7536,1579,8
30956,20021,5
67276,885,5
7511,3223,5
27183,853,10
11679,30544,6
71844,4981,6
21307,20787,9
53162,3307,7
32616,7661,-1
49830,450,7
46072,1614,7
6176,525,6
50526,191,-1
5159,1890,4
22434,12419,8
22870,446,8
26072,199,9
65064,19429,7
4410,15051,8
69354,30240,8
50973,3228,9
32298,30901,10
14493,11319,4
57535,856,9
23783,7148,8
27314,6030,-1
44159,4898,8
59643,10073,6
70108,190,6
67619,11701,7
60756,2476,7
48793,9379,8
54226,10020,8
16755,22273,8
50400,2973,7
31881,4224,-1
6869,29974,1
34410,4722,6
17925,3503,7
28789,908,6
3401,20507,7
10497,28621,-1
15064,22535,9
28036,11783,-1
28306,934,10
34713,21881,-1
26936,226,9
8058,1825,-1
8229,1686,10
5939,405,8
183,11597,7
67794,355,4
4569,61,-1
35852,1887,10
70953,746,8
49798,2508,7
37598,2982,7
44771,306,-1
67975,689,-1
33432,4752,-1
29126,9936,7
35486,32281,10
11172,824,3
9474,21797,-1
17453,1887,7
66575,4186,6
15046,3455,10
57401,1575,10
11150,894,5
36594,18671,7
68084,31964,9
39997,17397,7
51763,6956,7
5480,270,10
5902,14345,8
70154,9203,-1
57756,4063,8
25444,23199,-1
3426,20159,6
22062,21067,7
62796,18753,-1
16522,187,6
9278,31173,10
52120,1726,9
56590,3503,6
27183,3785,-1
15349,1535,10
59418,2107,7
59325,4752,9
38297,11757,10
48888,205,6
43641,14237,7
25262,10080,7
51307,19363,8
54087,13599,5
27367,43,8
53235,1535,9
6012,7113,-1
38804,6973,6
45201,24765,9
7605,4181,10
58869,1097,-1
36922,28121,9
8093,10495,7
20290,16331,6
45924,4654,-1
4283,72,8
66144,5168,7
26192,5734,7
44889,6682,7
69428,11757,10
26501,781,-1
73188,6890,7
61235,2371,4
59526,8536,7
61407,44,9
73356,7338,8
69216,21855,6
10194,10687,10
67801,8795,-1
44448,479,9
24626,3358,6
57465,394,6
56514,19,10
60856,4182,8
63343,1210,9
35674,5114,10
47894,30,9
2290,585,10
43283,5262,4
20573,18277,10
49349,150,8
28598,18153,7
55805,7311,9
58135,5341,8
44080,11553,8
38497,11757,10
56777,199,10
70461,895,8
58774,10408,9
56742,6045,8
31831,19151,7
16132,10702,8
57476,2605,8
19303,2251,10
8877,25099,9
57700,401,8
51229,2238,-1
20663,10793,9
59071,17389,8
4125,223,10
31164,8310,7
50033,44,10
39333,226,8
40158,3091,-1
66737,9656,9
34327,30415,-1
20498,28297,9
23720,1445,-1
51750,1813,-1
39495,14837,8
57950,1204,-1
30223,28223,8
28740,30,10
68596,3652,-1
59408,31665,9
30525,10737,-1
22651,10620,10
14890,29589,-1
45740,1840,-1
40821,20431,-1
17059,8675,8
33491,199,10
33516,10030,-1
55215,430,-1
5156,6922,7
59681,627,10
52372,1689,-1
35840,6213,8
72661,16067,10
69106,15225,6
46333,10079,6
35984,16870,10
18203,10793,9
24070,150,8
48402,366,7
21482,43,9
39139,226,10
6029,584,-1
14800,12531,9
958,3848,9
31476,857,-1
47063,30749,-1
19199,10800,10
66679,20785,10
8631,31324,9
16851,10087,9
40625,355,9
53368,2264,8
54332,2472,7
21995,6547,8
35595,10156,8
10716,874,7
66879,1055,10
26423,11433,9
65491,29093,9
1223,15051,8
40471,3785,8
63421,2961,10
44497,2690,7
47799,3026,5
53540,356,8
63370,30503,8
26481,10671,8
66105,8425,6
47905,1237,6
71012,31737,9
7401,54,5
51956,474,-1
11774,5702,5
20295,9989,8
73340,22729,5
25159,30,-1
30345,21995,-1
12431,8768,6
670,23309,7
29517,10703,7
52568,45,7
41619,15225,7
33822,4744,8
32141,19111,8
18402,293,9
21273,23327,9
67314,7695,-1
35138,23281,9
65497,11433,7
10240,11111,8
21764,11785,10
69522,269,8
33444,11617,6
67170,4106,10
49596,1292,7
58401,10572,7
51095,1,7
25970,3366,8
26871,7817,7
20784,13403,9
31911,27631,5
51058,5530,-1
31710,12189,9
3657,9135,9
55257,6974,-1
5634,18497,7
21396,780,10
42635,2151,6
1306,6512,10
59571,5713,10
40590,7059,-1
39231,15689,10
72877,31043,10
1807,23289,9
35366,11617,8
45032,1473,-1
26827,15045,2
23996,1142,7
15342,14627,7
53109,1138,-1
21093,94,7
55800,1575,7
58517,371,7
7116,1751,4
62304,2966,10
40020,10162,9
20787,17295,-1
57806,617,-1
1007,20507,-1
68967,9919,7
54713,7593,7
15125,249,9
46019,10620,8
30274,502,7
29974,1259,7
2833,11013,6
20593,18523,8
19521,16518,7
63655,813,10
35778,452,6
55394,10694,8
24758,2144,-1
30038,4918,-1
8129,2520,5
54378,18441,8
13137,15699,-1
40134,13601,-1
32988,5521,8
73346,31952,5
62137,24833,8
46421,531,6
22613,18393,6
16135,8074,8
21669,6892,9
10936,68,-1
26409,934,8
11077,6007,8
47619,756,10
68129,176,6
7219,467,8
45827,14807,5
21726,3429,5
35767,27787,8
51457,10431,7
11384,4814,-1
39541,591,10
68534,5958,8
32090,249,-1
32694,16904,6
6130,850,5
35383,15197,-1
32359,20509,6
67708,20507,8
64396,4835,10
14156,694,6
55033,4214,-1
35433,2966,9
39149,877,9
31965,24699,8
55228,16011,7
45109,228,-1
25813,11285,-1
33748,22043,10
9034,249,10
63566,1313,8
24355,513,9
37374,28223,10
18344,16009,8
68433,15335,9
48823,2025,9
43109,30503,8
23897,1195,8
11593,119,8
2328,936,8
56619,2529,6
11987,4898,8
14874,1639,-1
27233,5940,8
15631,11111,8
66819,6547,9
47651,4163,6
35033,16782,5
16180,16524,-1
34322,164,9
48509,11665,9
67730,1559,9
66877,18115,8
9856,28285,6
29351,10793,8
5130,1074,-1
43294,16782,9
53524,553,-1
51110,14289,6
71731,4437,9
16777,24227,-1
58719,1889,5
52716,2494,10
9615,23273,10
44191,28701,8
51693,6130,6
49393,942,8
18182,8516,-1
57581,2274,7
11339,21405,7
67497,5680,6
71517,24765,7
41797,1011,6
50914,957,9
41303,319,5
43823,20557,-1
69766,849,-1
6125,20583,10
29885,8074,7
40696,8408,8
8679,11741,6
56794,205,8
51270,122,9
35280,14753,7
12515,7593,6
51699,10622,6
20005,464,9
11913,24261,8
6515,10165,8
55582,10067,10
5264,8630,5
62763,5258,9
38365,3613,8
65647,3167,8
11987,523,5
58063,10020,6
45793,987,8
30012,7592,9
20285,6896,9
35688,12565,7
55173,8425,8
23374,1818,-1
5886,5958,-1
9487,121,9
41680,4063,9
49428,199,10
69489,11285,10
21008,6351,9
56385,23283,9
44234,19815,10
22730,433,8
58152,44,10
49842,1470,-1
7546,904,8
40821,17777,-1
57448,2593,7
72939,6707,9
62357,30296,8
28366,1051,-1
29813,457,8
4517,10156,6
4777,1609,9
52346,48,-1
54347,1138,5
62435,14289,9
18310,27655,8
52129,10161,-1
15545,15225,9
71746,5114,9
44981,5277,10
21918,1689,8
33392,11705,9
65788,3457,9
19640,30205,8
37723,2167,9
5552,4472,-1
12082,10589,10
30141,11339,7
1206,226,8
71052,121,8
52554,5955,-1
65693,28961,9
71378,28977,9
51657,7674,8
46764,9690,9
29440,461,7
17149,457,9
21400,15687,-1
71692,6500,6
17635,32026,-1
1038,25183,7
28209,4214,7
40338,14227,8
8642,7817,7
23135,28619,7
54150,33,10
48283,3588,-1
23116,813,8
14448,1254,-1
30298,5341,9
39292,23385,8
29180,1813,7
63081,15565,-1
48059,29317,9
20012,7674,8
16743,1210,9
48112,9479,7
40098,3230,8
6392,1328,8
70947,15809,8
58598,6211,9
59812,5682,10
8400,427,6
22123,23309,7
27073,14513,10
7387,6211,10
57406,27821,7
11417,3470,10
5669,18295,7
41258,1538,7
5941,4975,8
54957,12291,9
32235,2034,7
32789,11553,5
67163,430,7
67469,5680,7
34610,23121,5
6895,202,7
59757,807,-1
2313,24913,10
56566,19109,-1
48417,26243,-1
6029,853,-1
9859,30385,7
44267,15933,6
59138,818,7
7998,1908,2
22104,14713,9
47214,1506,9
16448,5114,10
64554,412,-1
37378,11235,7
38590,21431,7
52048,2198,-1
54539,10162,7
69838,20689,7
14945,18115,9
37870,2924,8
45864,523,7
7366,3782,7
15620,9253,9
51594,11757,10
34354,10087,8
33665,1292,-1
44251,10218,10
63558,28121,6
57707,2216,7
832,3972,8
26803,442,6
73132,6746,9
59480,268,7
5380,4262,7
2530,12893,8
68936,18441,9
59627,528,9
49362,2494,7
60824,12149,7
57755,1222,10
46597,12879,-1
1825,6201,7
8813,30123,4
38303,18153,9
35624,488,7
33708,356,-1
64098,11617,-1
19212,1195,-1
55476,3470,10
34553,11111,7
68742,8934,8
47935,3572,6
51562,1609,10
57572,1117,-1
35691,24629,-1
67764,19051,-1
1027,15335,-1
48306,8440,6
27820,79,7
8062,2904,10
29991,23325,-1
59870,479,9
9303,5940,-1
20665,16498,7
59999,1250,10
49716,11785,6
59406,1780,6
28873,1840,9
48066,14741,7
28494,11981,10
51984,153,9
3489,4224,-1
5904,6594,8
21059,9793,7
14688,552,8
20385,14467,7
41834,13807,7
17138,2515,7
40733,95,-1
37925,9367,9
23407,2869,4
69838,899,7
17623,1559,-1
63617,7647,7
29883,11433,7
13954,31832,1
54632,853,10
24327,431,10
20046,20423,6
62972,22319,-1
22389,468,8
63358,2034,9
31258,13659,7
16030,4205,-1
42203,16498,7
50488,2476,10
57065,3470,4
28459,4106,8
71151,11771,6
53713,2386,10
31388,5081,9
7846,6811,10
1232,25687,10
35305,9989,9
6569,4975,7
62469,32485,7
19685,58,9
4178,9919,8
54572,11743,8
17645,22535,9
26827,20649,8
51858,323,7
26526,7655,-1
14575,857,8
8149,10808,5
50661,21755,7
63395,21329,10
25943,3588,7
27191,6594,8
66643,6979,7
50474,1575,9
16077,523,-1
48219,2993,7
12847,7769,10
2591,10719,7
63365,23277,8
33794,2025,8
57669,617,4
65573,23847,9
18427,9863,8
6231,8536,9
55098,6166,6
71993,2236,7
65471,1691,10
51057,28623,-1
25822,1815,7
23306,9120,9
7522,3588,10
68792,442,5
55147,3784,-1
16950,11887,9
35406,7662,9
5705,15687,-1
30387,8514,-1
7526,758,9
8795,431,9
66936,481,7
4877,4106,-1
25036,16934,10
26401,32601,-1
44763,11701,7
37562,31580,9
69357,13663,-1
34808,10163,10
41315,9253,-1
60776,227,7
20009,15225,8
63245,31405,8
73417,9587,7
19234,16904,6
52398,2832,8
27744,416,8
23017,8676,10
71336,889,-1
28630,7817,-1
37634,25781,7
2239,6347,8
72148,28497,-1
25101,133,-1
46864,27891,8
10350,14921,5
50524,1818,10
11472,4654,10
48531,3359,4
5053,2929,8
34610,9919,6
38369,895,4
44465,5081,7
15226,8424,-1
33192,464,8
24418,1575,9
9345,13333,-1
34387,21881,9
25357,853,9
38307,1575,10
39198,10686,8
25486,10067,9
37534,28907,9
72786,6594,9
67203,61,7
41490,3457,7
11056,2904,9
14771,16498,-1
59400,384,10
40831,11531,10
53240,2476,8
20945,7054,8
52763,8915,8
16843,7590,2
41351,357,7
1462,8465,7
69220,3784,7
958,9041,9
22842,19429,6
7442,2904,6
70294,30187,9
43979,133,-1
50466,24,9
44855,15109,8
53644,1699,4
65528,5262,7
10547,143,3
42321,4975,8
35876,5081,7
17856,8769,8
40536,5306,9
7519,30654,9
60847,4382,7
71835,30307,8
46197,9135,10
12570,3712,10
7700,11771,10
3739,8516,9
61729,3972,9
70604,31798,7
50993,2021,6
57419,22319,8
41080,5150,8
32265,23121,6
9925,67,8
22738,10294,8
19931,10372,4
38585,15451,9
23080,486,8
45159,32542,6
7511,3488,2
46048,199,10
58080,5678,9
26960,578,10
17545,2156,6
10307,3995,5
33723,1689,10
37894,10165,10
15519,14893,8
17312,30,-1
49158,1,9
70800,34240,6
25848,565,7
12473,2273,8
65944,3713,7
70643,1818,7
68651,6746,8
1044,24439,8
15035,21557,-1
21208,1575,10
34328,1029,5
66766,5341,9
45346,4835,9
52508,2273,8
43261,27899,5
9057,9736,6
67394,31318,-1
13411,6572,6
33333,23673,8
33092,20221,-1
15726,12053,8
54525,3420,9
64112,20507,8
5701,2246,-1
14182,19221,7
6822,4389,6
65862,291,9
73242,8634,-1
38050,71,8
50051,633,-1
34473,29854,7
37634,4196,8
44000,17549,8
48531,18277,8
1497,16405,6
52447,10456,6
49908,7817,-1
12431,4394,3
12795,5460,8
71359,25731,9
28314,4975,-1
7621,147,9
14559,24991,-1
27103,1559,7
4347,16662,9
67938,984,8
39464,9135,6
7821,2001,9
48497,7472,9
22154,14713,8
7618,780,8
71800,64,7
7853,1091,4
10366,2154,6
31173,11633,8
21671,7674,8
51780,12029,8
29717,10798,6
6158,21995,7
44122,1589,8
20769,228,7
39439,10490,10
48557,15451,9
11448,7059,8
62891,6880,8
68593,8277,9
39086,7054,-1
4422,32438,6
44620,1222,-1
51888,204,-1
23676,2725,-1
48237,30381,-1
52407,96,7
22722,7785,9
13662,10030,-1
51245,3342,9
7245,585,9
72305,10659,7
32823,5114,9
12566,30363,7
43416,11981,10
67348,30567,7
60528,3031,6
28699,43,-1
3949,7724,8
71912,28617,-1
72326,8861,8
45010,11981,10
17237,8479,9
16137,15565,5
32774,906,-1
10307,4177,8
28974,4224,10
20515,6351,7
41584,7724,6
15289,7059,9
40308,5680,9
48066,31500,6
9171,856,-1
40652,430,7
2394,11741,8
63493,6875,6
50990,7017,6
52772,120,8
38,16009,9
45985,4182,7
61274,2993,8
6933,452,10
52213,4081,8
22189,459,4
51918,849,10
28916,2759,8
39870,5205,-1
44536,12189,9
66130,10218,8
52131,1137,8
27341,15809,6
63095,7593,7
17694,90,10
67441,1210,7
30274,1562,8
10369,277,10
70725,6702,5
35555,245,10
1419,6702,7
67740,3958,6
48400,11741,-1
28412,12293,7
23583,2476,4
69411,12695,9
49873,1119,8
20504,451,-1
52101,552,7
6583,249,7
34498,11761,8
71613,11111,8
54500,6973,6
36422,20,-1
38369,10838,4
25442,530,7
57467,2752,8
44912,33,10
7834,59,9
52537,3468,-1
68384,23283,-1
59008,3269,9
52839,23281,9
18995,7791,10
22582,11013,-1
6537,7059,5
15017,14227,7
52195,781,8
46506,13659,8
66706,5914,7
67840,7054,-1
59870,19221,8
29842,8407,-1
49792,2167,8
55673,6547,-1
44308,2236,9
45124,174,6
8928,30123,7
2062,227,8
37248,13759,10
71898,18617,10
31368,18153,-1
38284,32380,-1
1163,24133,7
24393,2026,6
13259,10863,9
57387,934,-1
63978,6862,5
53452,4080,-1
3657,4151,9
18928,1121,8
60672,189,8
24438,7669,7
55273,412,5
8653,8247,7
52550,205,8
40140,5114,9
22423,5300,9
44929,5869,6
446,20431,7
38758,7054,7
60218,585,-1
30038,14227,-1
53730,468,10
21702,31680,-1
5832,1604,-1
28238,11743,9
63073,16355,7
1084,419,5
6007,1536,5
60365,3039,6
57541,789,8
25118,3470,-1
4572,15119,5
31288,5341,10
54782,2951,9
48301,10083,-1
23528,5114,-1
69241,1138,6
10891,199,8
40080,4059,4
44384,16524,7
20354,10715,9
50470,1062,7
14264,225,-1
17677,21437,8
59813,55,5
12553,6707,-1
17514,14713,3
24641,11179,8
16171,23283,-1
26831,226,9
3412,2001,7
24741,9074,8
56435,133,7
17646,32245,4
44797,3032,8
5705,274,-1
22719,4744,-1
41382,22777,10
45044,10218,7
27189,28405,6
69592,25157,7
70247,4224,8
22207,15867,-1
24579,270,10
12779,18441,8
62077,9736,9
8006,31,6
8999,10793,9
2837,9922,7
26381,227,-1
1441,29095,9
406,4280,9
31837,9355,7
5577,920,9
7670,8560,6
69486,22319,10
56619,23319,9
68139,1818,9
53959,382,6
18487,4713,8
27239,1135,8
69121,28423,-1
28608,14741,-1
66587,20,-1
28372,1576,-1
37816,15487,8
54182,20,8
58437,257,5
49980,4163,10
39303,8074,10
28521,45,8
42189,617,8
63720,16592,6
27750,28977,10
51618,242,7
56796,24415,10
10350,9834,7
23904,10793,9
65477,14653,7
23678,227,9
10194,21573,7
63908,16498,10
47849,28677,7
47324,16868,8
27048,2961,7
48764,31,8
11017,1172,-1
5539,6324,7
69351,14513,9
34611,1192,5
47637,13161,8
51451,936,6
22611,8675,8
52175,788,4
54364,4811,9
58078,102,7
31955,30654,10
22792,4744,-1
17565,12017,-1
57254,857,8
60059,819,7
34132,30711,8
70601,22145,7
23975,182,5
7954,161,7
24175,2104,8
72941,4004,7
10011,27833,10
44369,13125,-1
71878,8525,8
14450,356,8
30456,9041,7
43456,8023,10
36446,28623,7
54166,5774,8
70092,6547,9
43420,15879,9
24834,893,7
61932,1367,8
51806,1006,6
40931,12001,-1
24388,7059,8
47959,2458,9
32434,32189,-1
44386,14345,9
32919,521,4
69437,22319,10
31308,205,9
50627,48,8
58424,6512,8
71989,5081,8
23302,2596,-1
39221,24833,-1
39986,2287,8
56372,28223,9
11198,443,6
34992,30137,8
66212,650,10
22566,7054,8
24234,4814,10
8810,1535,5
14521,19315,5
50644,2216,8
16692,14283,5
52371,2404,8
4937,1586,6
73470,617,6
39605,20,-1
32080,11785,7
40548,4884,8
11498,18449,-1
67938,537,-1
28239,8841,7
23888,5070,7
54320,761,-1
25957,738,-1
70234,5525,-1
60395,2001,-1
11117,5529,-1
30876,24151,8
35756,13055,7
48895,30300,8
29514,24415,9
10072,15037,7
51391,770,5
61336,2904,9
54578,6347,9
17603,14967,9
39966,6421,-1
26972,4975,8
55246,6880,8
59587,7711,8
41512,5941,8
18776,14741,8
4280,11111,8
68952,6702,9
36688,11633,7
2867,26441,7
72165,3588,9
43302,29854,9
58073,3342,8
14959,1571,7
13646,25045,-1
44073,2167,9
11924,15583,-1
53079,3090,10
23975,14893,4
23756,245,8
53293,71,9
55520,953,8
32899,448,7
52855,1986,7
320,22297,10
4350,1669,7
41813,146,7
67594,3782,-1
5264,11179,6
22975,11499,9
25726,121,7
32509,23321,7
10979,452,5
48952,442,7
90,11499,-1
55283,5112,10
33862,1606,7
69766,6746,-1
64797,2581,8
60986,6164,9
29781,10716,-1
44724,1689,-1
7860,3087,7
7090,1571,9
70161,24997,10
27847,59,8
29248,8934,7
68588,11771,7
45217,2899,9
50895,10196,10
30764,20787,8
66084,21881,-1
50025,11433,8
33720,550,-1
47372,8841,10
73457,760,8
44841,13599,8
12827,29803,-1
38232,24455,8
16207,512,8
33744,5682,9
15972,16742,7
61934,8074,8
14873,16592,-1
8031,3231,8
23026,1194,7
39026,781,9
8322,101,6
59224,121,8
5526,198,-1
51778,2562,3
48417,2746,-1
66086,7647,-1
34597,30355,8
30878,43,4
38905,3230,6
47494,11499,7
54847,4792,5
32574,16143,-1
43613,790,-1
49858,50,8
34084,6351,8
47545,20931,8
10639,335,-1
19728,6347,9
17958,1564,10
27772,18497,9
70973,3588,7
73007,1195,9
16011,9919,7
11780,24469,9
30078,28207,-1
32446,11761,-1
46737,22547,-1
59185,270,8
65281,16067,8
66783,16636,7
17896,30015,-1
31216,6880,7
62571,8676,8
4773,6187,8
61099,430,10
68240,1575,10
4306,16498,9
40043,227,8
49732,109,7
2795,8630,-1
49372,1827,7
72331,11757,7
40696,7338,8
18344,20931,4
50866,330,9
58668,24439,8
34778,15085,5
56436,23847,7
72932,31737,7
43555,4814,-1
69565,523,9
65369,16706,7
40804,6171,7
42578,30123,8
30317,2759,8
73206,3354,9
43703,20767,-1
1890,18153,6
59396,66,10
4987,31636,-1
53801,2457,-1
40905,17831,9
29294,6380,8
34553,8516,7
68321,20,-1
16115,5681,10
53492,18599,8
37113,5152,9
37119,73,10
19266,223,6
59007,1887,7
61230,2167,9
52299,3225,-1
33649,22789,-1
10283,9736,-1
20765,8915,9
21357,31163,9
52438,17259,6
10216,1240,-1
45834,17651,7
44968,16498,7
62506,5258,9
9032,21097,10
25394,3927,7
31914,11757,7
17854,13599,-1
352,1606,8
47612,18679,9
14089,10213,-1
13451,9750,-1
35926,18897,9
37553,25397,7
33027,13601,10
51741,550,6
38634,4672,9
44402,27957,7
9259,5593,8
33467,24133,8
16830,13125,10
62968,23277,9
14533,16904,9
71362,8440,6
4591,11843,10
13038,10456,-1
8820,32094,8
60518,898,6
71363,10079,9
48449,437,8
63932,16011,9
56524,5680,7
17344,16512,-1
7852,11617,6
12733,263,9
52738,1490,-1
47725,2001,10
58834,150,-1
11885,199,10
45441,131,5
51955,24405,-1
49819,5040,9
29635,1250,8
16273,11179,9
54707,193,7
60268,530,10
12944,6500,-1
41157,330,8
57585,5,8
35932,34240,9
45296,658,8
63112,9926,-1
48238,264,7
52371,4551,-1
25481,2167,10
50974,1498,7
31837,11771,7
41137,24703,-1
1731,11499,6
35310,21405,-1
64994,11111,7
40877,474,-1
24168,15591,8
55062,8129,9
68393,270,-1
6132,6773,-1
17801,27947,9
24418,24833,-1
25842,4970,8
19576,2759,9
34267,18679,8
11608,6547,8
35857,350,7
15221,3840,6
65174,24175,-1
35615,25013,10
67237,3731,-1
19445,2490,8
4887,4814,9
5066,979,9
69532,552,-1
6676,16,6
15978,31798,8
18817,4725,9
27234,4765,7
38425,16498,10
73503,22777,6
28311,72,8
40981,11665,10
62492,1555,9
69836,18115,8
41406,23283,10
38184,4472,7
10840,191,8
45196,8408,9
63392,5114,10
31260,20031,7
4078,30911,8
45473,430,8
34324,1251,10
53270,430,7
32172,23283,-1
12221,263,9
29008,8424,7
71535,30276,9
21628,30,-1
20417,15583,7
3611,969,7
24199,4063,10
53120,9289,7
45975,27655,8
38248,27633,10
27801,154,7
30672,7044,5
21833,59,9
50735,2596,9
26891,536,-1
59058,72,8
35914,28927,8
30059,1067,8
60429,849,-1
21087,552,-1
58002,2025,9
41327,31518,8
65468,8937,-1
4663,149,-1
37444,5300,9
45193,28883,6
40956,5667,7
56750,813,9
60035,918,10
39080,28891,10
65152,10278,8
68242,17259,7
23072,11021,9
53859,17909,8
69254,2472,8
988,6203,-1
64322,3392,-1
46420,1887,9
2309,28171,7
59665,329,8
9705,11111,8
57966,1218,10
50815,232,7
14845,7662,-1
59375,270,8
4608,11123,-1
27848,13335,7
7446,1254,8
16142,6347,8
56366,226,8
497,985,9
62509,28819,7
72682,31338,-1
2120,5040,7
17397,20853,-1
61682,1602,8
55566,74,8
31304,6682,-1
53791,9379,-1
25696,13331,8
59243,7724,9
20771,30230,10
26870,9969,-1
17185,32681,9
17452,11757,7
68591,1198,-1
23366,5630,9
69886,7592,10
49180,4550,7
65399,11843,8
34554,861,10
58343,568,-1
49317,898,10
39106,43,10
43652,14833,8
58598,23133,8
57423,14175,10
25274,20,7
57056,5233,9
61099,6287,7
22414,71,9
70201,6594,10
46348,4195,7
25957,479,-1
29402,7593,7
10623,3467,10
50766,1543,8
25009,2476,-1
30492,317,10
54873,6211,8
70161,5734,7
30898,199,9
26175,1,10
35331,205,10
37521,6467,8
4937,5356,9
21152,1313,-1
25849,30,10
17996,9919,7
65923,6045,10
8713,6702,8
22557,13679,10
66200,2824,6
32631,27655,8
56033,32182,9
65815,106,8
63677,11617,8
20152,24765,9
57352,1152,8
35457,6594,10
5519,22729,9
60560,6811,10
40258,12189,10
55958,10110,8
65682,2199,9
19711,4872,6
28063,30,10
44762,552,7
29521,50,7
57313,32,-1
622,15451,-1
27351,12477,9
53510,63,9
23512,2780,8
51407,2251,9
32796,19383,-1
69972,18753,7
20285,10080,8
62076,225,-1
39845,71,9
56999,9734,9
26940,22763,-1
49582,11751,-1
39248,7062,7
5770,18177,5
5590,270,10
2762,16918,10
7961,9515,-1
5065,3470,10
10297,1589,8
64375,11553,9
52073,897,9
5701,2025,-1
68617,146,9
48164,10793,9
19732,16035,9
70531,15451,9
59401,8241,6
44725,10460,8
49218,58,7
13313,585,5
23410,28999,8
34432,530,9
23194,61,7
70015,8408,7
57135,8424,7
66735,174,-1
49726,3958,7
19764,28977,10
19026,355,9
33159,25389,6
19983,330,7
54027,1445,7
46256,8425,10
52051,1118,-1
31508,13377,6
5672,358,10
27648,11761,7
26616,11757,8
17088,21339,8
54280,54,9
28728,4554,5
54701,3352,6
